,index,src_event_index,src_id,src_text,src_semantic_rep,src_file_name,src_class,src_type,src_content_desc,src_hint,src_parent_text,src_sibling_text,src_fillable_neighbor,src_neighbors,src_label,src_activity,src_atm_neighbor,src_app,target_event_index,target_id,target_text,target_semantic_rep,target_file_name,target_class,target_type,target_content_desc,target_hint,target_parent_text,target_sibling_text,target_fillable_neighbor,target_neighbors,target_label,target_activity,target_atm_neighbor,target_app,predict_score_temdroid
2018,2186,2,make float action button,,ic_send_white_18dp makeToDoFloatingActionButton,ic send white dp,android.widget.ImageButton,clickable,,,,,,,correct,add activity,,a21b2,4,button,no,No,,android.widget.Button,clickable,,,,,,,wrong,simply activity,,a21b2-a24b2,
2019,2187,3,list item textview,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,main activity,,a21b2,2,,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,simply activity,,a21b2-a24b2,0.9758784
2020,2188,3,list item textview,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,main activity,,a21b2,0,add list,new list name,New List Name Simply Do,,android.widget.EditText,fillable,,,,,,Simply Do Simply Do,wrong,simply activity,,a21b2-a24b2,-0.06287949
2021,2189,3,list item textview,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,main activity,,a21b2,0,title,simply,Simply Do,,android.widget.TextView,label,,,,,,,wrong,simply activity,,a21b2-a24b2,0.026858896
2022,2190,3,list item textview,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,main activity,,a21b2,0,add list,add,Add,,android.widget.Button,clickable,,,,,,,wrong,simply activity,,a21b2-a24b2,-0.04813465
2023,2191,3,list item textview,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,main activity,,a21b2,1,add list,sample todo,New List Name Simply Do,,android.widget.EditText,fillable,,,,,New List Name,Simply Do Simply Do,wrong,simply activity,,a21b2-a24b2,0.90782833
2024,2192,3,list item textview,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,main activity,,a21b2,2,,,(0/0),,android.widget.TextView,clickable,,,,sample todo,,,wrong,simply activity,,a21b2-a24b2,-0.024058592
2025,2193,3,list item textview,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,main activity,,a21b2,3,title,delete,Delete,,android.widget.TextView,clickable,,,,,,,wrong,simply activity,,a21b2-a24b2,-0.02117704
2026,2194,3,list item textview,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,main activity,,a21b2,3,alert title,list option,List Options,,android.widget.TextView,label,,,,,,,wrong,simply activity,,a21b2-a24b2,0.041433673
2027,2195,3,list item textview,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,main activity,,a21b2,3,title,edit,Edit,,android.widget.TextView,clickable,,,,,,,wrong,simply activity,,a21b2-a24b2,0.17004468
2028,2196,3,list item textview,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,main activity,,a21b2,4,button,yes,Yes,,android.widget.Button,clickable,,,,,,,wrong,simply activity,,a21b2-a24b2,-0.00547393
2029,2197,3,list item textview,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,main activity,,a21b2,4,alert title,delete,Delete?,,android.widget.TextView,label,,,,,,,wrong,simply activity,,a21b2-a24b2,0.02204753
2030,2198,3,list item textview,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,main activity,,a21b2,4,message,sure want delete list,Are you sure you want to delete this list?,,android.widget.TextView,label,,,,,,,wrong,simply activity,,a21b2-a24b2,0.015119965
2031,2199,3,list item textview,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,main activity,,a21b2,4,button,no,No,,android.widget.Button,clickable,,,,,,,wrong,simply activity,,a21b2-a24b2,
2032,2200,0,add item fab,,ic_add_white_24dp addToDoItemFAB,ic add white dp,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,a21b2,0,fab add,,ic_add_black_24dp fab_add,ic add black dp,android.widget.ImageButton,clickable,,,,,,,correct,activity main,,a21b2-a25b2,0.5620071
2033,2201,0,add item fab,,ic_add_white_24dp addToDoItemFAB,ic add white dp,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,a21b2,0,drawer layout,shopping list,Shopping List,,android.widget.TextView,label,,,,,,,wrong,activity main,,a21b2-a25b2,0.04136202
2034,2202,0,add item fab,,ic_add_white_24dp addToDoItemFAB,ic add white dp,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,a21b2,0,action delete checked,,Delete checked items action_delete_checked,,android.widget.TextView,clickable,delete checked item,,,shopping list,,,wrong,activity main,,a21b2-a25b2,0.26237783
2035,2203,0,add item fab,,ic_add_white_24dp addToDoItemFAB,ic add white dp,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,a21b2,0,drawer layout,,Sort,,android.widget.TextView,clickable,sort,,,,,,wrong,activity main,,a21b2-a25b2,0.012685578
2036,2204,0,add item fab,,ic_add_white_24dp addToDoItemFAB,ic add white dp,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,a21b2,0,drawer layout,,Navigate up,,android.widget.ImageButton,clickable,navigate,,,,,,wrong,activity main,,a21b2-a25b2,0.022901345
2037,2205,0,add item fab,,ic_add_white_24dp addToDoItemFAB,ic add white dp,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,a21b2,1,new item description,new item,New Item,,android.widget.EditText,fillable,,,,,,,wrong,activity main,,a21b2-a25b2,0.7399741
2038,2206,0,add item fab,,ic_add_white_24dp addToDoItemFAB,ic add white dp,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,a21b2,1,new item quantity,quantity,Quantity,,android.widget.EditText,fillable,,,,new item,,,wrong,activity main,,a21b2-a25b2,0.6535302
2039,2207,0,add item fab,,ic_add_white_24dp addToDoItemFAB,ic add white dp,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,a21b2,2,button add new item,,ic_done_black_36dp Done button_add_new_item,ic do black dp,android.widget.ImageButton,clickable,do,,,quantity,,,wrong,activity main,,a21b2-a25b2,0.027530229
2040,2208,0,add item fab,,ic_add_white_24dp addToDoItemFAB,ic add white dp,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,a21b2,2,new item description,sample todo,New Item,,android.widget.EditText,fillable,,,,,New Item,,wrong,activity main,,a21b2-a25b2,0.09096505
2041,2209,0,add item fab,,ic_add_white_24dp addToDoItemFAB,ic add white dp,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,a21b2,2,new item quantity,quantity,Quantity,,android.widget.EditText,fillable,,,,sample todo,Quantity,,wrong,activity main,,a21b2-a25b2,0.6535302
2042,2210,0,add item fab,,ic_add_white_24dp addToDoItemFAB,ic add white dp,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,a21b2,3,description,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,wrong,activity main,,a21b2-a25b2,0.03405119
2043,2211,0,add item fab,,ic_add_white_24dp addToDoItemFAB,ic add white dp,android.widget.ImageButton,clickable,,,,,,,correct,main activity,,a21b2,3,quantity,,_quantity,,android.widget.TextView,clickable,,,,sample todo,,,wrong,activity main,,a21b2-a25b2,0.26415733
2044,2212,1,user,,userToDo,,android.widget.EditText,fillable,,,title,,,,correct,add activity,,a21b2,1,new item description,new item,New Item,,android.widget.EditText,fillable,,,,,,,correct,activity main,,a21b2-a25b2,0.3548458
2045,2213,1,user,,userToDo,,android.widget.EditText,fillable,,,title,,,,correct,add activity,,a21b2,0,fab add,,ic_add_black_24dp fab_add,ic add black dp,android.widget.ImageButton,clickable,,,,,,,wrong,activity main,,a21b2-a25b2,0.004091773
2046,2214,1,user,,userToDo,,android.widget.EditText,fillable,,,title,,,,correct,add activity,,a21b2,0,drawer layout,shopping list,Shopping List,,android.widget.TextView,label,,,,,,,wrong,activity main,,a21b2-a25b2,-0.02308972
2047,2215,1,user,,userToDo,,android.widget.EditText,fillable,,,title,,,,correct,add activity,,a21b2,0,action delete checked,,Delete checked items action_delete_checked,,android.widget.TextView,clickable,delete checked item,,,shopping list,,,wrong,activity main,,a21b2-a25b2,-0.01672479
2048,2216,1,user,,userToDo,,android.widget.EditText,fillable,,,title,,,,correct,add activity,,a21b2,0,drawer layout,,Sort,,android.widget.TextView,clickable,sort,,,,,,wrong,activity main,,a21b2-a25b2,-0.06511523
2049,2217,1,user,,userToDo,,android.widget.EditText,fillable,,,title,,,,correct,add activity,,a21b2,0,drawer layout,,Navigate up,,android.widget.ImageButton,clickable,navigate,,,,,,wrong,activity main,,a21b2-a25b2,-0.06914935
2050,2218,1,user,,userToDo,,android.widget.EditText,fillable,,,title,,,,correct,add activity,,a21b2,1,new item quantity,quantity,Quantity,,android.widget.EditText,fillable,,,,new item,,,wrong,activity main,,a21b2-a25b2,0.26312694
2051,2219,1,user,,userToDo,,android.widget.EditText,fillable,,,title,,,,correct,add activity,,a21b2,2,button add new item,,ic_done_black_36dp Done button_add_new_item,ic do black dp,android.widget.ImageButton,clickable,do,,,quantity,,,wrong,activity main,,a21b2-a25b2,-0.011134654
2052,2220,1,user,,userToDo,,android.widget.EditText,fillable,,,title,,,,correct,add activity,,a21b2,2,new item quantity,quantity,Quantity,,android.widget.EditText,fillable,,,,sample todo,Quantity,,wrong,activity main,,a21b2-a25b2,0.26312694
2053,2221,1,user,,userToDo,,android.widget.EditText,fillable,,,title,,,,correct,add activity,,a21b2,3,description,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,wrong,activity main,,a21b2-a25b2,0.024655683
2054,2222,1,user,,userToDo,,android.widget.EditText,fillable,,,title,,,,correct,add activity,,a21b2,3,quantity,,_quantity,,android.widget.TextView,clickable,,,,sample todo,,,wrong,activity main,,a21b2-a25b2,0.23144475
2055,2223,2,make float action button,,ic_send_white_18dp makeToDoFloatingActionButton,ic send white dp,android.widget.ImageButton,clickable,,,,,,,correct,add activity,,a21b2,2,button add new item,,ic_done_black_36dp Done button_add_new_item,ic do black dp,android.widget.ImageButton,clickable,do,,,quantity,,,correct,activity main,,a21b2-a25b2,0.852214
2056,2224,2,make float action button,,ic_send_white_18dp makeToDoFloatingActionButton,ic send white dp,android.widget.ImageButton,clickable,,,,,,,correct,add activity,,a21b2,0,fab add,,ic_add_black_24dp fab_add,ic add black dp,android.widget.ImageButton,clickable,,,,,,,wrong,activity main,,a21b2-a25b2,0.9579841
2057,2225,2,make float action button,,ic_send_white_18dp makeToDoFloatingActionButton,ic send white dp,android.widget.ImageButton,clickable,,,,,,,correct,add activity,,a21b2,0,drawer layout,shopping list,Shopping List,,android.widget.TextView,label,,,,,,,wrong,activity main,,a21b2-a25b2,-0.087631784
2058,2226,2,make float action button,,ic_send_white_18dp makeToDoFloatingActionButton,ic send white dp,android.widget.ImageButton,clickable,,,,,,,correct,add activity,,a21b2,0,action delete checked,,Delete checked items action_delete_checked,,android.widget.TextView,clickable,delete checked item,,,shopping list,,,wrong,activity main,,a21b2-a25b2,0.25615472
2059,2227,2,make float action button,,ic_send_white_18dp makeToDoFloatingActionButton,ic send white dp,android.widget.ImageButton,clickable,,,,,,,correct,add activity,,a21b2,0,drawer layout,,Sort,,android.widget.TextView,clickable,sort,,,,,,wrong,activity main,,a21b2-a25b2,-0.11322323
2060,2228,2,make float action button,,ic_send_white_18dp makeToDoFloatingActionButton,ic send white dp,android.widget.ImageButton,clickable,,,,,,,correct,add activity,,a21b2,0,drawer layout,,Navigate up,,android.widget.ImageButton,clickable,navigate,,,,,,wrong,activity main,,a21b2-a25b2,-0.063069366
2061,2229,2,make float action button,,ic_send_white_18dp makeToDoFloatingActionButton,ic send white dp,android.widget.ImageButton,clickable,,,,,,,correct,add activity,,a21b2,1,new item description,new item,New Item,,android.widget.EditText,fillable,,,,,,,wrong,activity main,,a21b2-a25b2,0.28107005
2062,2230,2,make float action button,,ic_send_white_18dp makeToDoFloatingActionButton,ic send white dp,android.widget.ImageButton,clickable,,,,,,,correct,add activity,,a21b2,1,new item quantity,quantity,Quantity,,android.widget.EditText,fillable,,,,new item,,,wrong,activity main,,a21b2-a25b2,0.27051646
2063,2231,2,make float action button,,ic_send_white_18dp makeToDoFloatingActionButton,ic send white dp,android.widget.ImageButton,clickable,,,,,,,correct,add activity,,a21b2,2,new item description,sample todo,New Item,,android.widget.EditText,fillable,,,,,New Item,,wrong,activity main,,a21b2-a25b2,0.06264608
2064,2232,2,make float action button,,ic_send_white_18dp makeToDoFloatingActionButton,ic send white dp,android.widget.ImageButton,clickable,,,,,,,correct,add activity,,a21b2,2,new item quantity,quantity,Quantity,,android.widget.EditText,fillable,,,,sample todo,Quantity,,wrong,activity main,,a21b2-a25b2,0.27051646
2065,2233,2,make float action button,,ic_send_white_18dp makeToDoFloatingActionButton,ic send white dp,android.widget.ImageButton,clickable,,,,,,,correct,add activity,,a21b2,3,description,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,wrong,activity main,,a21b2-a25b2,0.014471899
2066,2234,2,make float action button,,ic_send_white_18dp makeToDoFloatingActionButton,ic send white dp,android.widget.ImageButton,clickable,,,,,,,correct,add activity,,a21b2,3,quantity,,_quantity,,android.widget.TextView,clickable,,,,sample todo,,,wrong,activity main,,a21b2-a25b2,-0.001592466
2067,2235,3,list item textview,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,main activity,,a21b2,3,description,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,activity main,,a21b2-a25b2,0.95209754
2068,2236,3,list item textview,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,main activity,,a21b2,0,fab add,,ic_add_black_24dp fab_add,ic add black dp,android.widget.ImageButton,clickable,,,,,,,wrong,activity main,,a21b2-a25b2,0.0388563
2069,2237,3,list item textview,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,main activity,,a21b2,0,drawer layout,shopping list,Shopping List,,android.widget.TextView,label,,,,,,,wrong,activity main,,a21b2-a25b2,0.14659859
2070,2238,3,list item textview,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,main activity,,a21b2,0,action delete checked,,Delete checked items action_delete_checked,,android.widget.TextView,clickable,delete checked item,,,shopping list,,,wrong,activity main,,a21b2-a25b2,0.020072471
2071,2239,3,list item textview,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,main activity,,a21b2,0,drawer layout,,Sort,,android.widget.TextView,clickable,sort,,,,,,wrong,activity main,,a21b2-a25b2,0.257307
2072,2240,3,list item textview,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,main activity,,a21b2,0,drawer layout,,Navigate up,,android.widget.ImageButton,clickable,navigate,,,,,,wrong,activity main,,a21b2-a25b2,0.087293915
2073,2241,3,list item textview,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,main activity,,a21b2,1,new item description,new item,New Item,,android.widget.EditText,fillable,,,,,,,wrong,activity main,,a21b2-a25b2,-0.043987427
2074,2242,3,list item textview,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,main activity,,a21b2,1,new item quantity,quantity,Quantity,,android.widget.EditText,fillable,,,,new item,,,wrong,activity main,,a21b2-a25b2,0.15019217
2075,2243,3,list item textview,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,main activity,,a21b2,2,button add new item,,ic_done_black_36dp Done button_add_new_item,ic do black dp,android.widget.ImageButton,clickable,do,,,quantity,,,wrong,activity main,,a21b2-a25b2,0.010084856
2076,2244,3,list item textview,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,main activity,,a21b2,2,new item description,sample todo,New Item,,android.widget.EditText,fillable,,,,,New Item,,wrong,activity main,,a21b2-a25b2,0.94092613
2077,2245,3,list item textview,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,main activity,,a21b2,2,new item quantity,quantity,Quantity,,android.widget.EditText,fillable,,,,sample todo,Quantity,,wrong,activity main,,a21b2-a25b2,0.15019217
2078,2246,3,list item textview,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,main activity,,a21b2,3,quantity,,_quantity,,android.widget.TextView,clickable,,,,sample todo,,,wrong,activity main,,a21b2-a25b2,0.051410243
2079,2247,0,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,1,fab new task,,plus_white fab_new_task,plus white,android.widget.ImageButton,clickable,,,,,,,correct,view main activity,,a22b2-a23b2,0.08879353
2080,2248,0,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,0,btn skip,skip,Skip,,android.widget.Button,clickable,,,,,,,wrong,tutorial activity,,a22b2-a23b2,0.12048867
2081,2249,0,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,0,view pager,welcome,Welcome!,,android.widget.TextView,label,,,,,,,wrong,tutorial activity,,a22b2-a23b2,0.012708645
2082,2250,0,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,0,view pager,welcome privacy friendly list app use permission,Welcome to your privacy friendly To-Do list. This app does not use any permissions.,,android.widget.TextView,label,,,,,,,wrong,tutorial activity,,a22b2-a23b2,0.28368807
2083,2251,0,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,0,,,â_¢,,android.widget.TextView,label,,,,,,,wrong,tutorial activity,,a22b2-a23b2,0.14882253
2084,2252,0,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,0,btn next,next,Next,,android.widget.Button,clickable,,,,,,,wrong,tutorial activity,,a22b2-a23b2,0.01805595
2085,2253,0,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,1,clayout,list,To-Do List,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,0.06098257
2086,2254,0,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,1,ac search,,Search ac_search,,android.widget.TextView,clickable,search,,,,,,wrong,view main activity,,a22b2-a23b2,0.577439
2087,2255,0,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,1,ac add,,List ac_add,,android.widget.TextView,clickable,list,,,,,,wrong,view main activity,,a22b2-a23b2,0.086306736
2088,2256,0,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,1,clayout,,Open menu,,android.widget.ImageButton,clickable,open menu,,,,,,wrong,view main activity,,a22b2-a23b2,0.3448704
2089,2257,0,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,1,initial alert,click new list,CLICK + FOR NEW LIST,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,0.16417742
2090,2258,0,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,1,second alert,add new task,ADD NEW TASK >,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,0.084098786
2091,2259,0,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,1,tv empty view task,task available,No tasks available,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,0.1384858
2092,2260,0,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,2,et new task name,name,Name New To-Do task,,android.widget.EditText,fillable,,,,,,New To-Do task New To-Do task,wrong,view main activity,,a22b2-a23b2,0.079526715
2093,2261,0,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,2,title,,title,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,0.08766968
2094,2262,0,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,2,dialog title,new task,New To-Do task,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,0.025956051
2095,2263,0,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,2,et new task description,description,Description,,android.widget.EditText,fillable,,,,,,,wrong,view main activity,,a22b2-a23b2,-0.005755636
2096,2264,0,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,2,tv todo list deadline,deadline,Deadline,,android.widget.TextView,clickable,,,,,,,wrong,view main activity,,a22b2-a23b2,-0.017752245
2097,2265,0,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,2,tv todo list reminder,reminder,Reminder,,android.widget.TextView,clickable,,,,,,,wrong,view main activity,,a22b2-a23b2,0.09056676
2098,2266,0,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,2,tv task progress,progress,Progress:,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,0.115506396
2099,2267,0,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,2,new task progress,,0%,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,0.024167148
2100,2268,0,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,2,tv new task priority str,priority,Priority:,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,-0.010823116
2101,2269,0,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,2,tv new task priority,medium,Medium,,android.widget.TextView,clickable,,,,,,,wrong,view main activity,,a22b2-a23b2,0.1436691
2102,2270,0,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,2,tv new task listchoose str,list,List:,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,0.36008573
2103,2271,0,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,2,tv new task listchoose,click select,Click to select!,,android.widget.TextView,clickable,,,,,,,wrong,view main activity,,a22b2-a23b2,0.15840374
2104,2272,0,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,2,bt new task cancel,cancel,bt_new_task_cancel,,android.widget.Button,clickable,,,,,,,wrong,view main activity,,a22b2-a23b2,0.18647008
2105,2273,0,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,2,bt new task ok,okay,Okay,,android.widget.Button,clickable,,,,,,,wrong,view main activity,,a22b2-a23b2,0.14479895
2106,2274,0,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,3,et new task name,sample todo,Name New To-Do task,,android.widget.EditText,fillable,,,,,Name,New To-Do task New To-Do task,wrong,view main activity,,a22b2-a23b2,0.10084186
2107,2275,0,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,4,tv exlv task name,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,wrong,view main activity,,a22b2-a23b2,-0.01138888
2108,2276,0,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,4,tv exlv task deadline,deadline,No Deadline,,android.widget.TextView,clickable,,,,sample todo,,,wrong,view main activity,,a22b2-a23b2,0.11616929
2109,2277,0,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,5,title,delete task,Delete To-Do Task,,android.widget.TextView,clickable,,,,,,,wrong,view main activity,,a22b2-a23b2,0.16364492
2110,2278,0,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,5,,select option,Select option,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,0.12301069
2111,2279,0,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,5,title,edit task,Edit To-Do Task,,android.widget.TextView,clickable,,,,,,,wrong,view main activity,,a22b2-a23b2,
2112,2280,1,edit text,title,Title,,android.widget.EditText,fillable,,,,,,,correct,ui home main activity,,a22b2,2,et new task name,name,Name New To-Do task,,android.widget.EditText,fillable,,,,,,New To-Do task New To-Do task,correct,view main activity,,a22b2-a23b2,0.6324457
2113,2281,1,edit text,title,Title,,android.widget.EditText,fillable,,,,,,,correct,ui home main activity,,a22b2,0,btn skip,skip,Skip,,android.widget.Button,clickable,,,,,,,wrong,tutorial activity,,a22b2-a23b2,-0.048803933
2114,2282,1,edit text,title,Title,,android.widget.EditText,fillable,,,,,,,correct,ui home main activity,,a22b2,0,view pager,welcome,Welcome!,,android.widget.TextView,label,,,,,,,wrong,tutorial activity,,a22b2-a23b2,-0.007117761
2115,2283,1,edit text,title,Title,,android.widget.EditText,fillable,,,,,,,correct,ui home main activity,,a22b2,0,,,â_¢,,android.widget.TextView,label,,,,,,,wrong,tutorial activity,,a22b2-a23b2,-0.059272297
2116,2284,1,edit text,title,Title,,android.widget.EditText,fillable,,,,,,,correct,ui home main activity,,a22b2,0,btn next,next,Next,,android.widget.Button,clickable,,,,,,,wrong,tutorial activity,,a22b2-a23b2,0.02006468
2117,2285,1,edit text,title,Title,,android.widget.EditText,fillable,,,,,,,correct,ui home main activity,,a22b2,1,fab new task,,plus_white fab_new_task,plus white,android.widget.ImageButton,clickable,,,,,,,wrong,view main activity,,a22b2-a23b2,0.02377372
2118,2286,1,edit text,title,Title,,android.widget.EditText,fillable,,,,,,,correct,ui home main activity,,a22b2,1,clayout,list,To-Do List,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,0.05220452
2119,2287,1,edit text,title,Title,,android.widget.EditText,fillable,,,,,,,correct,ui home main activity,,a22b2,1,ac search,,Search ac_search,,android.widget.TextView,clickable,search,,,,,,wrong,view main activity,,a22b2-a23b2,-0.046082985
2120,2288,1,edit text,title,Title,,android.widget.EditText,fillable,,,,,,,correct,ui home main activity,,a22b2,1,ac add,,List ac_add,,android.widget.TextView,clickable,list,,,,,,wrong,view main activity,,a22b2-a23b2,0.022942048
2121,2289,1,edit text,title,Title,,android.widget.EditText,fillable,,,,,,,correct,ui home main activity,,a22b2,1,clayout,,Open menu,,android.widget.ImageButton,clickable,open menu,,,,,,wrong,view main activity,,a22b2-a23b2,0.017110962
2122,2290,1,edit text,title,Title,,android.widget.EditText,fillable,,,,,,,correct,ui home main activity,,a22b2,1,initial alert,click new list,CLICK + FOR NEW LIST,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,0.031061098
2123,2291,1,edit text,title,Title,,android.widget.EditText,fillable,,,,,,,correct,ui home main activity,,a22b2,1,second alert,add new task,ADD NEW TASK >,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,-0.003921786
2124,2292,1,edit text,title,Title,,android.widget.EditText,fillable,,,,,,,correct,ui home main activity,,a22b2,1,tv empty view task,task available,No tasks available,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,0.55630976
2125,2293,1,edit text,title,Title,,android.widget.EditText,fillable,,,,,,,correct,ui home main activity,,a22b2,2,title,,title,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,-0.005133359
2126,2294,1,edit text,title,Title,,android.widget.EditText,fillable,,,,,,,correct,ui home main activity,,a22b2,2,dialog title,new task,New To-Do task,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,0.84199995
2127,2295,1,edit text,title,Title,,android.widget.EditText,fillable,,,,,,,correct,ui home main activity,,a22b2,2,et new task description,description,Description,,android.widget.EditText,fillable,,,,,,,wrong,view main activity,,a22b2-a23b2,0.007378328
